id,name,mrp,sp,category
4.79219E+12,"fmn,aia",20,20,
4.79219E+12,ksla kela,20,20,
4.79603E+12,weiagqd,200,200,
4.79603E+12,weiagqd,950,950,
4.79603E+12,weiagqd,525,525,
4.79202E+12,"uhsf,da",150,150,
4.79202E+12,fkialfma,150,150,
4.796E+12,ngra,850,850,
4.79109E+12,"ksjafv,a",140,140,
4.79109E+12,"ksjafv,a",140,140,
4.79109E+12,jEua,140,140,
4.79109E+12,jEua,140,140,
4.79109E+12,jEua,140,140,
4.79109E+12,fhda.ga mdkh,160,160,
4.793E+12,fhda.ga,80,80,
4.79109E+12,fhda.ga,80,80,
10230091,fhda.ga,80,80,
4.79109E+12,lkakhs fndkakhs,130,130,
4.79109E+12,lkakhs fndkakhs,130,130,
4.79101E+12,nqIa,110,110,
4.79101E+12,nqIa,120,120,
4.7921E+12,fyvamdiaga,200,200,
4.796E+12,fikagmqga,1100,950,
4.79204E+12,"ma,diagra",2000,1700,
4.79602E+12,ysga,100,100,
4.79208E+12,"is.ak,a",105,105,
4.79208E+12,"is.ak,a",200,200,
4.79208E+12,"is.ak,a",85,85,
4.79208E+12,",hsIafndahs inka",185,180,
4.79208E+12,",hsIafndahs inka",160,155,
4.79208E+12,",hsIafndahs inka",160,155,
4.79202E+12,"kQva,aia",250,199,
4.79202E+12,"kQva,aia",150,150,
4.79202E+12,"rdfuaka kQva,aia",250,250,
4.79219E+12,"fpdla,ga",230,230,
4.79219E+12,"fpdla,ga",230,230,
4.79219E+12,"fpdla,ga",540,540,
4.79219E+12,"fpdla,ga",280,280,
4.79219E+12,"fpdla,ga",50,50,
4.79219E+12,"fpdla,ga",50,50,
4.79219E+12,"fpdla,ga",120,120,
4.79219E+12,"fpdla,ga",50,50,
4.79219E+12,"fpdla,ga",230,2300,
4.79219E+12,"fpdla,ga",230,230,
4.79219E+12,iagsla,220,220,
4.79219E+12,"fpdla,ga ",400,400,
4.79219E+12,"fmn,aia",380,380,
4.79219E+12,fIdla,100,100,
4.79219E+12,fIdla,300,300,
4.79601E+12,nqIa,160,160,
4.79208E+12,"nn,a.ua",500,500,
4.79219E+12,flala,580,580,
4.79219E+12,flala,350,350,
4.79219E+12,flala,550,550,
443,fmdvs f.dirs ,450,240,
431,gqgs melga,78,65,
21,whsia melga,500,400,
366,"Wuau,lv",3000,2800,
367,"Wuau,lv lE,s",2500,2200,
666,lsrs ygags,200,200,
667,fidfiacia,150,150,
749,f.djshd iqregagq,1000,900,
389,rhska nsvs,3250,3250,
277,wuq mqjla,20,20,
429,b.qre,100,100,
448,nhsga,1000,1000,
445,nksia,100,90,
748,rhska,6000,5100,
393,"nsla;,",100,100,
486,",shquqaljr",10,10,
650,lsrs ygags,100,100,
557,us meks,2000,2000,
492,gsfmia,180,180,
504,".a,qfldaia",200,200,
539,"kQ,a",100,100,
186,j;qr,100,100,
187,j;qr,150,150,
188,j;qr,200,200,
600,"msrs;a kq,a",100,100,
488,"fnda,",100,100,
485,fvdga lqmams,50,50,
4.79214E+12,cEua,350,350,
4.79214E+12,cEua,350,350,
4.79208E+12,",ja,s",650,650,
6.97379E+12,uhqrsmeka,1425,1200,
4.79221E+12,mdg fmgags,210,210,
4.79221E+12,mEka,20,20,
999,mEka,25,25,
4.79214E+12,fidaia,490,490,
4.79221E+12,"ud,q fidaia",675,675,
4.79602E+12,",hsua ",180,180,
4.79214E+12,pgaks,325,325,
4.79217E+12,"pslka uid,d",100,100,
4.79217E+12,"nsrshdks uid,d",280,280,
4.79601E+12,cEua lma,100,100,
4.79255E+12,"fc,s",230,230,
4.79255E+12,"fc,s",230,230,
4.79255E+12,mqvska,185,185,
4.79219E+12,fnalska mjqvra,300,300,
4.79255E+12,fnalska mjqvra,220,220,
4.79202E+12,iqma lega,25,25,
4.79255E+12,"fldakama,jra",275,275,
4.79221E+12,liagva,250,250,
4.796E+12,iqma melga,220,220,
4.79601E+12,fkda iqma ,110,110,
4.796E+12,iqma melga,220,220,
4.796E+12,iqma melga,220,220,
4.79206E+12,wdgd msgs,270,270,
4.796E+12,bos wdmam msgs,345,345,
4.796E+12,bos wdmam msgs,310,310,
4.796E+12,Woq msgs,470,470,
4.79206E+12,wdmam msgs,235,235,
4.79206E+12,f;dafi msgs,450,450,
4.79601E+12,whsiska,240,240,
4.79211E+12,lqrlalka fmdaI,195,195,
4.796E+12,"lE,s usrsia",370,370,
4.796E+12,.uuarsia lqvq,115,115,
257,.uuarsialqvq,2800,2600,
3.51667E+12,uhqrsmEka,1305,1305,
4.79601E+12,ieuka,500,450,
4.79223E+12,ieuka,275,275,
4.79101E+12,wusra;d,150,150,
4.79111E+12,fmuaia,270,270,
4.79111E+12,fmuaia,270,270,
4.79202E+12,bjd,270,270,
4.79111E+12,meuamia,135,135,
4.79111E+12,meuamia,530,530,
4.793E+12,yoqkalQre,50,50,
4.793E+12,yoqkalQre,100,100,
4.79223E+12,riala,300,300,
4.79223E+12,riala,430,430,
4.79223E+12,riala,300,300,
920,fmd;a,100,100,
921,fmd;a,150,150,
922,fmd;a,200,200,
923,fmd;a,250,250,
4.793E+12,jskdlsrs,300,300,
4.79601E+12,jskdlsrs,195,195,
4.793E+12,jskdlsrs,185,185,
4.79214E+12,"lmqre fnda,",530,510,
4.79214E+12,ldjvsa,40,40,
4.796E+12,.sks fmgags,20,20,
8.9014E+12,"frdnska ks,a",255,255,
4.796E+12,;qkmy,675,675,
4.79202E+12,miamx.qj,100,100,
4.79217E+12,leiai meksh,590,590,
4.79217E+12,mmvua melga,150,150,
4.79202E+12,iafgdla mjqvra,1200,1200,
4.79219E+12,"fpdla,ga",10,10,
4.79601E+12,lsrs f;a,880,880,
4.79212E+12,",laiafmaq",1050,1040,
4.796E+12,fidahd,170,170,
4.79215E+12,fidahd,180,180,
4.79215E+12,fidahd,180,180,
4.796E+12,fidahd,60,60,
4.796E+12,fidahd,170,170,
4.79601E+12,fidahd,170,170,
4.796E+12,fidahd,60,60,
4.796E+12,fidahd,170,170,
4.79215E+12,fldams,105,105,
4.79215E+12,fldams,195,195,
9.7802E+12,iduanqadks,90,90,
4.79212E+12,"t,lsrs",550,550,
4.79202E+12,"us,alafuava",790,790,
4.79202E+12,"fkiafmaq lsf,da",2450,2430,
4.79202E+12,"fmd,alsrs",440,440,
4.79202E+12,"fmd,alsrs",850,850,
4.79202E+12,"uhsf,da",890,890,
4.79202E+12,"uhsf,da",560,560,
4.79601E+12,jSjd,580,580,
9.556E+12,fkialfma,1100,1100,
4.79109E+12,wekalra,2620,2600,
4.79109E+12,r;a;s,2620,2600,
4.79202E+12,"fkiagfuda,ag",620,610,
4.79214E+12,"frva nq,a",350,350,
4.79603E+12,iamskra,350,350,
4.79603E+12,meks nSu,150,150,
4.79603E+12,meks nSu,150,150,
4.79603E+12,meks nSu,150,150,
4.79215E+12,fldaudrsld mdkh,320,320,
4.79215E+12,fldaudrsld mdkh,150,150,
4.79215E+12,"osjq,a",320,320,
4.796E+12,"kQva,aia",250,250,
4.79223E+12,iamqhsga,120,120,
4.79223E+12,iamqhsga,400,400,
4.79223E+12,iamqhsga,170,170,
4.79215E+12,iauela,150,150,
4.79602E+12,meks nSu,150,150,
4.79602E+12,meks nSu,150,150,
4.79602E+12,meks nSu,150,150,
4.79602E+12,meks nSu,100,100,
4.79602E+12,meks nSu,100,100,
4.79107E+12,meks nSu,170,170,
4.79107E+12,meks nSu,170,170,
4.79107E+12,meks nSu,170,170,
4.79602E+12,meks nSu,100,100,
4.79215E+12,iauela,320,320,
4.79223E+12,"fldld flda,d",400,400,
4.79223E+12,"fldld flda,d",300,300,
4.79223E+12,"fldld flda,d",120,120,
4.79214E+12,iauela,540,540,
4.79107E+12,fklafgd,380,380,
4.79107E+12,fklafgd,270,270,
4.79223E+12,iamqhsga,300,300,
4.79219E+12,ikalqhsla,3190,3190,
4.79209E+12,fjamia,100,100,
4.79209E+12,fjamia,230,230,
4.79214E+12,fjamia,490,490,
4.79219E+12,"fpdla,ga udrs",220,220,
4.79107E+12,fidavd,180,180,
4.79111E+12,meuamia,115,105,
4.79109E+12,lsrs f;a,880,880,
4.79109E+12,frva lja,750,750,
4.79109E+12,"weka,ska",690,690,
4.79109E+12,"weka,ska",700,700,
4.79109E+12,mSvshdfmdqa,830,830,
4.79109E+12,mSvshdfmdqa,830,830,
4.79109E+12,mSvshdfmdqa,1400,1390,
4.79109E+12,kka lsrsmsgs,1200,1200,
4.79109E+12,wekalra 1-5,1190,1180,
4.80036E+12,",elafgacka",1800,1800,
4.80036E+12,",elafgacka",1200,1200,
4.80036E+12,",elafgdacka",1800,1800,
4.80036E+12,kEka lsrsmsgs,2000,2000,
9.556E+12,"isrs,ela",950,950,
9.556E+12,"isrs,ela",950,950,
8.8881E+12,nsialga gska,700,700,
8.8881E+12,nsialga gska,700,700,
4.79214E+12,fidaia lEka,2400,2400,
4.79214E+12,fidaia lEka,1400,1400,
4.79214E+12,fidaia lEka,990,990,
4.79208E+12,",ja,s",1055,1055,
4.79208E+12,"jeia,ska",235,235,
4.79208E+12,"jeia,ska",235,235,
4.79208E+12,"jeia,ska",200,200,
4.79208E+12,"jeia,ska",975,975,
4.79208E+12,"jeia,ska",425,425,
4.79208E+12,"jeia,ska",960,960,
4.79111E+12,lqudrsld,500,500,
4.79111E+12,lqudrsld,315,315,
4.79111E+12,lqudrsld,500,500,
4.79111E+12,lqudrsld,300,300,
4.79111E+12,"fc,a",100,100,
4.79208E+12,",ja,s",385,385,
980,fmdrs,1200,1200,
998,"fmrns,",100,100,
4.79208E+12,",ja,s",220,220,
4.79111E+12,"laf,da.dva ",130,130,
4.79202E+12,"iqoka; vn,a",320,320,
4.79202E+12,iqoka; ,250,250,
4.79217E+12,iqmsrsjsls,200,200,
4.79217E+12,"lelq,q",180,180,
8.90157E+12,fikafidvhska,450,450,
4.79208E+12,"is.ak,a",240,240,
4.79208E+12,wdhqIa o;afnfy;a,285,285,
4.79208E+12,"laf,daima",410,410,
4.79208E+12,"laf,daima ",125,125,
4.79601E+12,fmdkavaia fmaiafjdIa,670,670,
4.79208E+12,fmdkavaia fmaiafjdIa,800,800,
4.79208E+12,fmdkavaia fmaiafjdIa,670,670,
8.90103E+12,fmdkavaia,365,365,
4.79208E+12,fmdkavaia,680,680,
4.79208E+12,fmdkavaia ,385,385,
4.79208E+12,frlafidakd,470,470,
4.79208E+12,frlafidakd,470,470,
4.79208E+12,frlafidakd,850,850,
4.79208E+12,frlafidakd,800,800,
4.79208E+12,frlafidakd,850,850,
4.79208E+12,",ja,s",585,585,
4.79208E+12,",ja,s",685,685,
4.79208E+12,"jeia,ska",1165,1165,
4.79111E+12,vekafvlaia,340,340,
4.79111E+12,vekafvlaia,540,540,
4.79111E+12,lqudrsld,120,120,
3.08613E+12,"nsla;,",250,250,
8.9043E+12,"nsla;,",100,100,
266,fvagd ldva,118,115,
4.79111E+12,lqudrsld,160,160,
4.79111E+12,vekafvlaia,150,150,
8.90298E+12,psla,99,99,
4.79602E+12,lqudrsld mdkh,150,150,
8.8881E+12,"fpdla,ga mma",250,250,
4.79202E+12, ue.S gslsrs,90,90,
4.79601E+12,yoqkalQre,20,20,
483,iafgamra lgq,50,40,
493,".ua fnda;,a",100,100,
501,jdraksIa,20,20,
503,nqjqka fmamra,50,40,
505,lgra,100,80,
506,lgra,50,40,
507,iagslra,50,40,
522,"mhs,a ljr",40,30,
524,"nsiag,a fndava",75,60,
526,ydmaISga,5,5,
528,l;qre,50,50,
529,"mekai,a fmgags",250,200,
530,lEu fmgags,300,300,
758,ulk,50,40,
621,"mekai,a",50,40,
310,"fif,dafgama",60,50,
910,"u,afld,",50,50,
4.7921E+12,"fmkfvda,a meks",400,400,
523,"ta fmda fld,",5,5,
905,nSu ng,50,40,
4.79223E+12,"fldld flda,d",499,490,
4.79223E+12,iamqhsga,499,490,
756,ud.rska,500,400,
4.79215E+12,rdjka fykd,260,260,
987,fjk;a,100,100,
556,msksosh,50,50,
567,wcskfudfgda,600,500,
548,",hsgra",50,40,
4.79221E+12,ulk,25,25,
4.79219E+12,"fpdla,ga",120,120,
496,"fgdhs,ga nqIa",180,160,
546,ndgd,500,500,
4.79219E+12,"fpdla,ga",100,100,
440,"gshq,sma nE.a",20,20,
441,"gshq,sma nE.a",30,30,
801,lqrlalka msga,600,500,
499,iduaanqdks,100,100,
288,iduaanqdks,200,200,
752,oka;duqla;,50,40,
533,miamx.qj,100,90,
18,Wr,50,50,
203,"r;qyd,a",200,200,
204,"r;qyd,a",200,200,
4.79221E+12,".ua fnda;,a",320,320,
4.79221E+12,".ua fnda;,a",185,185,
4.79221E+12,".ua fnda;,a",75,75,
4.79221E+12,"mdg mekai,a",520,520,
4.79221E+12,mdg fmgags,375,375,
4.79221E+12,"ma,egs.akua",260,260,
4.79601E+12,gQ;amsla,120,120,
8.90601E+12,"fmd,sIa",360,360,
4.79221E+12,"wvsrE,a",40,40,
4.79601E+12,yoqkalQre,20,20,
4.79202E+12,"fkiagfuda,aga",1120,1110,
8.8881E+12,khsia,430,430,
4.79209E+12,fjamia,230,230,
4.79214E+12,fjamia,490,485,
4.79214E+12,fjamia,490,485,
4.79215E+12,iauela,150,150,
4.79215E+12,iauela,150,150,
4.79202E+12,iqoka; nqIa,90,90,
4.79001E+12,"pkaokdf,am",320,320,
4.79601E+12,"pkaokdf,am",240,240,
8.8881E+12,gS lqkapa,220,220,
4.793E+12,ieuka,600,450,
4.79208E+12,"ikais,ala",625,625,
4.79202E+12,bjd,270,260,
4.79601E+12,jSjd,730,720,
4.79202E+12,"fkiagfuda,ag",390,390,
8.8881E+12,"fmn,aia",80,80,
4.79219E+12,kslakela,20,20,
4.79208E+12,"is.ak,a",280,280,
4.79208E+12,",laia",125,125,
4.79208E+12,",ja,s",650,650,
4.79208E+12,fmhdia mela,680,680,
4.79208E+12,"laf,daima",410,370,
4.79208E+12,"fmhdia fldf,dka",575,575,
127,lcz,1800,1600,
223,"mdusf;,a",1100,920,
986,"fldakama,jra",900,650,
190,"f,d,sfmdma",1000,830,
4.79213E+12,"fjksje,a inka",120,120,
4.79601E+12,"pkaokdf,am",220,220,
4.79601E+12,"pkaokdf,am inka",250,250,
4.79601E+12,"pkaokdf,am inka",220,220,
4.79208E+12,wdhqIa,220,220,
8.8881E+12,gsmska,190,190,
4.79603E+12,gQkd ieuka,580,400,
4.79202E+12,flaId,250,250,
4.79208E+12,fmhdia mela,680,680,
4.79208E+12,frlafidakd inka,110,110,
4.79208E+12,frlafidakd inka,110,110,
4.79208E+12,fmhdia inka,145,140,
4.79208E+12,"is.ak,a",240,240,
4.79601E+12,jsua mjqvra,400,400,
4.79601E+12,jsua oshr,285,285,
4.79601E+12,jsua oshr,500,500,
339,weiagqd,20,20,
19,"ifk,a",1000,800,
22,",kq",20,20,
153,udrs fmgags,660,660,
740,hsiaga,3000,2800,
4.79219E+12,fmdmsga,20,20,
538,"n,ana",500,500,
515,whsia  ,100,100,
129,ljqms,800,760,
4.797E+12,fmdvs ieuka,250,240,
4.79208E+12,"fjdkav,hsgas",170,170,
4.79223E+12,meks nSu,100,100,
4.79223E+12,meks nSu,100,100,
4.79208E+12,"jeia,ska",300,300,
4.79111E+12,fldgkangka,225,200,
8.8881E+12,leqlra,480,470,
8.8881E+12,yjdhska,240,240,
4.79208E+12,fmhdiamela,680,680,
8.8881E+12,"fpdla,ga udrs",100,100,
4.79101E+12,yoqkalQre,150,150,
4.79602E+12,jskdlsrs,295,290,
4.79215E+12,meiagd,350,340,
4.79601E+12,"kQva,aia",420,420,
4.79101E+12,yoqkalQre,150,150,
4.79209E+12,fjamia,490,480,
4.79601E+12,"ika,hsga lqvq",90,90,
4.79601E+12,"irafmlaI,a",150,150,
4.79208E+12,"is.ak,a",320,320,
4.79202E+12,bjd,150,150,
4.796E+12,;qkmy,190,190,
4.796E+12,ly,135,135,
4.79212E+12,fldams,80,80,
211,"wr,sh kdvq",220,220,
4.79215E+12,fldams,50,50,
4.79219E+12,fmdmsga,20,18,
4.79219E+12,"jhsga fpdla,ga",50,50,
4.79219E+12,gshdrd flala,420,420,
4.79603E+12,ieuka,510,480,
4.793E+12,yoqkalqre,200,200,
612,"fl,j,a,",1600,1400,
4.79601E+12,"rska lsf,da",360,360,
4.79208E+12,fmhdia mela,680,680,
4.797E+12,ieuka,495,385,
4.797E+12,ieuka,500,385,
4.79209E+12,fjamia,420,410,
4.79209E+12,fjamia,40,40,
8.8881E+12,lqelra,150,135,
4.79101E+12,"nfhdala,Ska",410,400,
4.79602E+12,wnd Ieuamq,260,260,
4.79208E+12,"is.ak,a",360,340,
4.79103E+12,"lqsiag,a inka",120,120,
4.79601E+12,jsua oshr,375,370,
4.79601E+12,"ika,hsga oshr",550,550,
4.79601E+12,"ika,hsgs oshr",370,370,
4.79601E+12,"ika,hsga oshr",550,550,
4.79219E+12,iagsla,40,40,
4.79204E+12,"fvfgda,a mela",270,270,
4.79202E+12,fima.dva inka,100,100,
4.79107E+12,meks nSu,100,100,
4.79107E+12,meksnsu,100,100,
4.79223E+12,meksnsu,100,100,
8.90103E+12,fmdkavaia lqsua,365,365,
8.90103E+12,fmdkavaia,470,470,
4.79208E+12,wdhqIa lsqua,235,235,
4.79208E+12,wdhqIa fmaiafjdIa,450,450,
4.79208E+12,wdhqIa fmaiafjdIa,280,280,
4.79208E+12,wdhqIa lsqua,780,780,
4.79111E+12,lqudrsld,600,600,
4.79111E+12,lqudrsld,600,600,
4.79111E+12,lqudrsld,600,600,
4.79111E+12,lqudrsld,350,350,
4.79111E+12,lqudrsld,350,350,
4.79111E+12,lqudrsld,350,350,
4.79111E+12,lqudrsld,150,150,
4.79111E+12,lqudrsld,150,150,
4.70602E+12,"fnf,daia Ieuamq",390,390,
4.79208E+12,fmhdia lqsua,370,330,
4.79202E+12,"msgsl, fmd,alssrs",2200,1190,
4.796E+12,fikard,260,260,
4.796E+12,fikard,130,130,
4.79209E+12,"yhs,kava lsrs",1050,1040,
4.796E+12,fikard,600,550,
4.79202E+12,iqmaleg,25,24,
8.8881E+12,fIdagsia,300,300,
4.79202E+12,meiagd,440,440,
4.79101E+12,wusra;d,150,150,
4.79205E+12,usiqus inka,115,110,
8.8881E+12,lqelra,330,325,
4.79101E+12,"nfhdala,Ska",410,410,
4.79202E+12,"fkiagfuda,aga",780,770,
753,"fldakama,jra",900,650,
760,fikaga,400,350,
4.796E+12,"fv,aud,hsga",100,95,
4.79601E+12,nqIa fmdvs,160,160,
4.79111E+12,fIrus mela,385,385,
4.796E+12,uialrs,130,130,
8.8881E+12,",hsgaudrs f,dlq",220,215,
8.8881E+12,",hsgaudrs",50,50,
4.79219E+12,"fldg., f;a",60,60,
4.79601E+12,iduanqadks,80,80,
8.72061E+12,rilyg f;a,90,90,
8.43963E+12,fikaga,400,350,
4.79204E+12,",hsfida,a",250,250,
8.8881E+12,gslsrs udrs,90,81,
8.8881E+12,gslsrs udrs,330,325,
4.79601E+12,"ika,hsga lqvq",380,370,
4.79109E+12,wekalra,1050,1040,
4.79109E+12,r;a;s,2620,2600,
8.8881E+12,"f,uka mma",250,250,
8.8881E+12,fpd mma,250,250,
8.8881E+12,fpd lqsua,130,117,
4.796E+12,"me,j;a; lsrs",540,535,
8.90911E+12,luamraga,300,300,
4.79208E+12,"jeia,ska",470,470,
8.8881E+12,yjdhska fmdvs,130,130,
4.79208E+12,wdhqIa o;afnfy;a,220,220,
4.79106E+12,"usga fnda,aia",650,650,
4.79111E+12,f.dahd inka,90,90,
4.79111E+12,f.dahd inka,90,90,
4.79208E+12,frlafidakd inka,110,110,
8.8881E+12,"fpdla,ga mma fmdvs",130,130,
8.8881E+12,"f,uka mma fmdvs",130,130,
5.06331E+12,",dTacS",275,275,
5.06331E+12,",dTacS 200",580,580,
4.79108E+12,lyg ryg,400,400,
8.8881E+12,larkaps nsialga,100,100,
8.8881E+12,khsia 400,430,430,
4.79219E+12,"fpd  nsialga f,dlq",410,410,
8.8881E+12,lelra,230,230,
8.8881E+12,lelra,200,200,
4.797E+12,ieuka,560,560,
4.793E+12,ieuka,380,380,
4.79204E+12,"fvfgda,a mela",270,270,
4.79208E+12,wdhqIa inka,125,120,
4.79208E+12,wdhqIa inka,125,120,
4.79208E+12,fmhdia inka,125,120,
4.79205E+12,"r;au,a mela",390,390,
4.79208E+12,fmhdia mela,680,680,
4.79208E+12,"fmhdia vn,a",200,200,
4.79208E+12,",laia vn,a",200,200,
4.79208E+12,"is.ak,a",240,240,
4.79208E+12,fmhdia lqsua,370,330,
4.79208E+12,fmhdia lqsua,180,180,
4.79208E+12,"fmhdia fldf,dka",360,360,
4.79208E+12,"fmhdia fldf,dka",575,575,
4.79208E+12,"fmhdia Uhs,aa",365,365,
4.79208E+12,"jeia,ska",960,960,
4.79208E+12,"jeia,ska",960,960,
4.79208E+12,"jeia,ska",960,960,
4.79208E+12,"jeia,ska",1165,1165,
4.79208E+12,wdhqIa fmaiafjdIa,280,280,
4.79208E+12,wdhqIa fmaiafjdIa,280,280,
4.79208E+12,wdhqIa ,235,235,
4.79208E+12,",ja,s",600,600,
4.79208E+12,fmdkavaia fmaiafjdIa,240,240,
4.79208E+12,fmdkavaia fmaiafjdIa,470,470,
4.79208E+12,fmdkavaia fmaiafjdIa,240,240,
4.79208E+12,fmdkavaia fmaiafjdIa,470,470,
4.79208E+12,", Ieuamq",340,340,
4.79208E+12,", Ieuamq",340,340,
4.79601E+12,i lqvq,380,380,
4.79208E+12,"fjdkav,hga",170,170,
4.79101E+12,iks inka lqvq,20,20,
8.8881E+12,lqelraa,90,90,
4.79219E+12,"fpdla,g lSua",240,240,
4.79209E+12,fjamia,100,100,
4.79204E+12,",hsfid,a",500,500,
4.79215E+12,nsu lqvq,45,45,
4.79601E+12,jsua mela,280,280,
4.79219E+12,"fc,s",350,350,
4.79207E+12,rdks mela,575,575,
4.79207E+12,fldfydn mela,575,575,
4.79601E+12,fidaia,360,300,
4.79215E+12,nsu lqvq,225,220,
4.79203E+12,"ue,snka lsrs",1100,1090,
4.79601E+12,fidaia,190,190,
4.79208E+12,", Ieuamq",130,130,
6.9359E+12,ieuka,725,495,
4.79603E+12,ieuka,560,450,
4.793E+12,ieuka fmdvs,270,240,
4.79601E+12,i lqvq,320,310,
4.79602E+12,jskdlsrs fmdvs,210,200,
5.06331E+12,",dUscs",150,150,
5.06331E+12,ri lyg,100,100,
4.79601E+12,fidaia,20,20,
4.79601E+12,jsjd ,730,720,
4.79202E+12,iagdra,150,125,
4.79215E+12,nsu lqvq,585,575,
4.79101E+12,fvkagd nqIa,130,130,
985,fld;a;q,360,360,
4.79603E+12,"laf,dafrlaia",110,110,
4.79603E+12,ieuka,560,450,
4.793E+12,ieuka fmdvs,270,240,
4.79601E+12,i lqvq,320,310,
4.79602E+12,jskdlsrs fmdvs,210,200,
5.06331E+12,",dUscs",150,150,
5.06331E+12,ri lyg,100,100,
4.79601E+12,fidaia,20,20,
4.79601E+12,jsjd ,730,720,
4.79202E+12,iagdra,150,125,
4.79215E+12,nsu lqvq,585,575,
4.79101E+12,fvkagd nqIa,130,130,
985,fld;a;q,360,360,
4.79603E+12,"laf,dafrlaia",110,110,
4.79202E+12,"fkiagfuda,aga 600",1120,110,
4.79202E+12,"fkiagfuda,aga 400",780,775,
4.79602E+12,",hsuaia",550,550,
4.793E+12,",hsuaia",170,170,
4.79602E+12,ieuka,1250,1250,
4.79444E+12,ieuka,560,530,
4.79202E+12,f;a lqvq,100,100,
4.79108E+12,lyg ryg,100,100,
4.79208E+12,"is.ak,a",280,280,
4.79208E+12,"is.ak,a",340,340,
4.79208E+12,"is.ak,a ",125,125,
4.79111E+12,f.dahd,90,90,
4.79208E+12,",laia",125,120,
4.79208E+12,",laia ",125,125,
4.79208E+12,",laia ",125,125,
4.79208E+12,",laia ",125,125,
4.79209E+12,nsialga fmdvs,50,50,
4.796E+12,"fv,au,hsga vn,a",170,170,
4.79208E+12,",hsmafndahs",110,110,
4.79208E+12,",hsmafndahs",110,110,
4.79208E+12,",hsmafndahs",105,100,
4.79208E+12,wdhqIa o;afnfy;a,285,285,
4.79209E+12,pSia fmgags,560,560,
4.79109E+12,lsrs f;a,65,63,
8.90116E+12,ysga ,160,160,
4.79601E+12,jsua oshr,150,150,
4.79219E+12,nsialga melga,50,50,
4.79601E+12,rska,170,170,
4.79601E+12,jsjd,740,700,
4.79208E+12,fmhdia mela,540,540,
4.79208E+12,fmhdia mela,540,540,
4.79208E+12,fmhdia inka,125,120,
4.79208E+12,fmhdia inka,125,120,
4.79208E+12,fmhdia inka,125,120,
4.79219E+12,nsialga melga,50,50,
4.79202E+12,"gslsrs kqva,aia",75,75,
8.8881E+12,lelra,350,330,
4.79111E+12,f.dahd,90,85,
4.79208E+12,fmhdia inka,145,140,
4.79207E+12,fldfydn fnans,130,125,
4.79204E+12,"fvfgdaa,a inka",115,115,
4.79208E+12,"fjdkav,hsga vn,a",200,200,
4.79001E+12,fldgkanga,200,200,
4.796E+12,"le,ska inka",125,120,
4.793E+12,"lqsiag,a inka",110,110,
4.79221E+12,"ud,q fidaia",370,370,
4.79214E+12,fidahd fidaia,180,180,
4.79221E+12,ufhdksia,400,400,
4.79255E+12,fnalska mjqvrs,380,380,
4.79202E+12,"us,alafuava",890,890,
4.79214E+12,ceua,350,350,
4.79221E+12,wn lqsua,380,380,
4.79221E+12,pgaks,390,390,
4.79221E+12,fnalska mjqvrs,200,200,
4.79202E+12,"uhsf,d",100,90,
4.79202E+12,fkialfma,70,70,
4.79601E+12,"ika,hsgs lqvq",320,320,
4.79208E+12,rska,300,290,
4.79601E+12,"irafmlai,a",100,100,
8.90911E+12,luamraga,300,300,
8.90911E+12,luamraga,1160,1150,
8.90911E+12,luamraga,1160,1150,
4.79601E+12,"ika,hsga oshr",445,440,
4.79208E+12,gsmsgsma,80,80,
4.79209E+12,wkshka nsialga,50,50,
8.43963E+12,fikaga,450,350,
8.43963E+12,fikaga,450,350,
8.43963E+12,fikaga,450,350,
4.79202E+12,"uhsf,da",50,50,
4.79601E+12,inka lqvq,180,180,
4.79202E+12,fkiafma,60,60,
4.79202E+12,"fkiagfuda,aga",60,57.5,
4.79215E+12,nsu lqvq,120,120,
4.79219E+12,nsialga,50,50,
4.79215E+12,fidahd,180,175,
4.79219E+12,mskga,60,60,
4.79602E+12,"fmd,sIa",350,340,
4.79219E+12,Wfkd,20,30,
439,3 fIdmska,800,420,
267,fvagd ldva,159,155,
757,fu.d nsvs,5200,3300,
278,.sksfmgags melga,240,190,
